is -0.6246966 -0.011844467 -1.0531255 -1.2125176 1.3342507 -0.40557045 -0.6804462 -0.7700292 0.8150675 -0.4078727 1.3616143 -0.85669273 0.5769089 1.5583133 -0.6039967 -1.6832377 0.61774045 -1.1583939 -0.49896327 0.84671754 -0.0612973 1.6096103 0.59889454 0.2158788 -0.4482245 1.1705635 -0.450022 1.72248 -1.2094836 -0.20154545 -0.31916696 -1.6865693 0.7939362 -1.1000677 -2.8603873 0.8959749 0.09086742 0.79911315 0.20267424 -0.65442073 1.0346036 -0.36865497 1.9233521 -0.04167729 0.5251846 -0.17010006 0.42198163 0.470597 1.0188867 -0.8792641
through -2.232267 -0.8753823 1.4684985 -1.1995459 -0.46558666 1.3092577 -1.1680602 0.102624014 2.3585222 -0.2770683 -1.1028079 -0.0056377347 -0.7609159 -1.3759153 0.6019881 0.8367562 1.3562945 1.7020881 3.1199076 -2.4605896 -1.6632781 0.5453737 0.51483625 0.41811147 1.344266 -1.2829733 0.7055485 -2.035007 0.7533389 2.1267688 0.6086897 -1.3454875 -0.5191676 -0.25936118 1.4632982 -0.1108759 0.23641703 -0.21736336 -0.08787662 -0.86529934 1.5778656 0.31887513 1.6012625 0.20316437 0.31389692 -0.29787502 -0.6578015 -0.8239839 -0.6688907 -0.17146216
sort 0.3614246 1.0817151 0.15918112 0.013431957 -1.149723 -0.19715814 0.7446117 1.1793729 -0.99652183 0.78870326 0.41542104 -0.6490616 -0.6147744 1.6098362 -0.6351416 -0.12121865 -0.73982245 1.2202766 0.4375652 -1.3432 -2.1559634 -1.1526836 0.72605425 -0.4184888 -0.08708811 0.6068701 -0.8169818 0.038240023 0.043425683 -1.5480552 -0.023742396 0.9883859 1.2047181 -0.37191445 0.12290698 -1.1014496 0.1907466 1.2269541 -0.2883222 0.6407469 1.4925295 0.90326 -0.53496575 -0.73907834 0.0406522 2.2314026 0.41686454 -0.19124763 0.5463661 -0.6999126
soon -1.7687566 0.39065546 0.4255782 -0.57919526 -0.58224297 1.3925762 1.7864472 -2.2253172 -0.28049216 0.9424336 -0.9668749 2.7687473 0.30256566 -1.9329673 0.58192027 0.6031515 1.7045563 -0.8385278 -0.4118586 0.8186194 -0.003181153 0.81975853 1.2378893 -0.24107192 2.4505882 0.03753356 -0.5511764 0.5125125 1.007795 0.8017249 -1.8840882 0.67819047 2.1555963 -1.7501194 0.21699825 -0.27958587 -0.9719003 1.1492624 0.52525043 0.6420539 -1.9486009 -0.4659651 -1.2647932 0.79747087 -0.18210737 0.71683264 0.087864354 0.5062382 1.3881599 -0.43518776
cover -1.0608624 0.69753224 -0.9829248 0.9456215 -0.3634939 0.05827076 -0.28635636 0.9906003 0.88376194 -1.371438 -0.79579264 -0.4599885 -1.2447466 -0.020762615 -1.0659734 0.91088426 1.216132 0.5673718 -0.6994943 -0.3417935 0.767266 1.7509259 -0.006756229 1.0780597 1.0782797 1.7358981 0.3456458 0.23907927 1.1816347 -1.4814945 2.1617618 -0.19742042 0.9960158 -0.9617771 -1.9007478 -1.367215 -1.1106471 -2.0370157 -0.5956774 -0.4244935 -1.4708748 0.2575793 1.0722442 -0.06948583 0.6352987 0.042334136 -0.3971517 0.038404547 -0.3232282 -1.3124355
key 0.68443143 0.36511645 -0.5077209 -0.7072642 -1.1075306 -1.6854709 0.25016332 -1.7417809 0.595753 1.1639433 0.15080266 -1.0757892 1.3444268 1.1479805 -1.1688861 -1.6086679 -0.13094671 -0.14283207 1.0502555 0.6598752 -0.8693372 -0.5507338 -0.040263087 0.39532948 0.4289342 -1.5824293 1.9330513 0.7183353 -0.17084433 -0.79014516 -0.41420346 -0.2814425 0.86106503 -1.0905603 0.7534789 0.33832064 0.1310755 -0.060821943 -0.4069738 1.3304576 0.80753666 0.34177804 -1.5783265 -0.06636739 -0.37478825 -0.45538715 -1.0979923 -0.5394027 -0.27256292 1.0233597
presence 1.4623423 -0.43688807 -0.4038979 -0.48085305 0.53317285 0.5731375 -0.46449456 -0.7020319 0.11223895 -0.3486151 1.6392486 1.1984469 0.112724446 -0.4586882 0.29397187 -0.32114628 -0.79564995 1.5438522 0.05605426 1.3163517 -0.8307423 0.19231346 1.3125902 -0.36977232 0.38661495 1.2635694 1.1754923 -0.76958936 -0.4604945 -0.07608887 -1.9049842 0.6354464 -1.2572774 -0.86070067 1.4413706 -0.9073608 0.08417242 -1.1145281 0.03449105 -1.6779503 0.026812164 0.70295036 0.61903673 0.7509683 0.0026416557 0.038522843 0.6264607 0.8267537 -0.4123958 2.134284
gotten 0.03442734 0.36028603 -0.2931495 1.3022825 -0.72162056 0.030704284 -0.6919918 1.3638083 -0.09113528 1.2877177 -0.5313412 1.498001 1.3446763 1.7668169 -0.37265489 -0.2453525 -0.64830196 -0.519695 0.66659343 0.2809832 -0.018103674 -0.31391802 -1.3525132 1.8923359 -2.9285836 0.7870305 0.5831407 0.6106064 -1.278093 0.35137045 -0.9181441 -1.581056 -1.285591 -0.37411353 2.2529855 0.5539832 0.10041452 1.7725854 1.1297934 0.79425395 -2.3617282 -1.1661029 -0.48114064 0.68887687 -0.17382975 -0.9109635 -0.42479685 -0.12356454 0.15556471 -1.0725385
european 0.041665893 -0.6256164 -1.2245731 1.6702561 -0.2937154 0.3108386 -1.5691059 -1.23275 -0.95504004 0.012676674 -0.622255 0.005671533 1.2175174 0.97245824 -0.49728942 -0.5352595 0.43083656 1.1941457 -0.8972584 -0.092588834 0.96511793 -0.24503642 0.31350106 -0.38740158 -0.046679348 -1.1268784 0.12157106 -0.0034500016 -0.7459212 0.064732015 -0.844056 -0.48394543 0.33344352 -0.08389136 0.505698 -1.1432749 1.2110606 1.8209556 -0.86814874 0.116850704 0.79240793 0.0025675467 -0.85050833 -0.6604118 0.35968822 -1.4561005 1.550028 0.6787849 -0.0814483 -1.5122957
shallow -0.48357245 1.4096782 -0.20448011 0.118924536 -0.855179 1.4274528 -0.46634558 1.9544244 -0.55343837 -0.29079983 0.984182 2.6426637 1.3872694 -0.62613785 -0.4277481 0.9376716 -0.4424491 -1.086856 -1.6878428 -1.4910873 -1.0582932 -0.24287446 -0.72487575 -1.3367081 -2.1740592 1.7995849 -0.86518043 0.15291259 0.2127734 1.3927939 -0.917113 -0.08959682 -2.1233106 1.1965647 -0.23108087 0.9381226 -0.4558522 -0.595787 0.5201718 -1.6053547 0.4830918 -0.5338571 -1.7581213 -0.56280726 -1.3589336 -0.11632178 -0.20495927 0.08246175 0.6987075 1.0131915
luke 0.7217311 -0.0909608 -0.2612713 -0.2844796 1.1856191 0.15295567 1.4517465 -0.14348133 -0.07493031 -0.67398596 0.0890253 3.0495222 0.22011177 -0.04958728 -2.1473854 -0.46174303 -0.31223348 -0.5544806 -0.4697467 0.84729517 0.041029662 -0.7147803 -1.1487963 0.71166337 -1.2788142 -0.6317415 -0.45282754 0.31904376 0.26129097 -0.7361875 1.572738 -0.48424754 0.044815872 0.84552735 0.4742891 -2.6974804 -0.6651469 -1.1915102 1.5850242 0.7167392 0.99711454 1.0662212 1.3596107 1.047406 0.3913319 -0.6984465 -0.12376972 -0.19173154 1.4793128 0.3456156
native -1.1422732 -0.3575145 0.30406618 -1.0142466 -0.25324094 -0.32174695 1.4229769 0.48517525 0.10424063 -0.2691232 -2.429184 -0.80942595 0.98597 0.18422513 0.4076096 1.2099171 -2.8980432 1.5319997 -0.54372805 0.5559006 0.39234936 0.5256035 -0.89322186 0.8896327 -0.2543775 -0.4832306 0.60603833 2.1218438 -0.37978435 -0.2349587 0.07875112 -2.3239098 -0.7886192 0.4132349 -0.87634915 -1.0167488 -0.3814841 0.579747 2.1240368 -0.7503392 0.71334696 0.24679416 -0.99934316 0.29714084 -0.5397507 -0.24416943 -0.26740736 0.4924783 -0.21700314 0.15313818
horribly 1.5557313 -0.074122176 0.4223589 0.16775745 -1.4527243 0.9454457 -0.37444252 -0.25847042 -0.42042306 1.449322 -0.3504115 -0.5976084 -1.8775152 -2.0111687 -0.22725718 0.17913163 -1.9806179 0.6614777 0.5146482 0.5881681 -0.107346244 0.6119491 0.27257416 -0.6758774 0.30489314 0.32054296 -2.3771427 -0.34863955 -0.7464396 -0.5652276 -0.91304696 -0.4353737 -1.0341885 -1.820093 -0.69768465 -1.1253251 0.56751454 -0.25430647 -0.7539218 1.4395534 0.83814913 -0.002743648 0.012691454 -3.3220258 -0.031157892 1.4343774 0.36512348 -1.2553571 0.08634617 0.46945447
circumstances -1.0159787 -0.86321366 0.385597 1.4853594 -1.3327243 -0.59596556 -0.5415154 -0.37932426 -0.8371033 1.0410569 1.524193 0.51988727 1.5865245 0.15231705 1.0913222 0.738361 0.42889 0.136725 -0.3501644 -1.1719688 -1.085552 0.7776223 1.6130594 0.051076226 -1.8172665 -0.53676176 -0.10288077 1.7263722 0.81829053 -0.22893418 -1.1247613 0.45959124 -1.4809432 0.7366282 0.06927665 1.0381125 -0.23742618 -1.263722 1.5646785 -0.75532067 -0.63203156 -0.74519646 1.2396325 1.6363872 -0.62319994 -0.24316251 0.35811478 0.45084164 -0.22469199 1.002592
birth 1.4788632 2.5537074 -0.43128783 0.6334402 -0.52731633 0.3354047 1.6573968 -0.3407469 0.6727762 1.8197708 -1.8871533 0.45241457 0.102917485 0.7468446 0.35147882 -0.32850698 -0.68616736 -1.7552246 0.27176934 0.5616225 0.27829167 0.56419384 -0.1494064 0.22469427 0.45834112 -0.6025741 0.36843935 0.527434 -1.7204117 -1.3143804 -1.295029 1.2761233 0.63826525 -0.85538197 1.845017 0.5178863 0.08262839 -1.0237199 0.35227105 -0.9317465 0.48518866 0.8024621 0.19666636 1.3855423 -0.47622752 -0.7251086 0.68989086 -0.60546404 0.23686276 -1.3635781
blair -0.4803793 -0.11456441 0.63616115 -1.6947107 2.054691 0.41981646 0.628661 0.83968604 -0.8288348 0.13252838 2.0021968 0.40743425 0.53731143 -0.7087812 1.13388 -1.1859348 1.4866081 2.0724707 -0.58567107 -0.4079315 -1.004249 -0.10620147 0.5908049 -0.45078152 -0.62174165 -0.05179718 0.4134012 1.3135344 -2.0153222 0.63329047 -0.7782397 -0.41834974 0.41657513 -0.79091513 1.0955988 1.0015138 2.1252618 -0.16796967 -0.88627476 -0.8885988 -0.45278046 0.5847309 -1.2763201 1.4051621 1.5153108 2.4343472 -1.4479342 0.25895026 -1.9815785 0.99015504
frequently -1.3796843 -1.2355596 -1.5247998 -1.2011359 -1.0021163 -0.38367727 1.4457014 0.49960908 1.1917237 0.24049883 -0.40410775 1.0512843 -0.42476696 -1.9355032 -0.5385883 0.6644727 0.054712135 0.3753801 -2.0531785 1.266567 -1.1823535 -0.7085858 0.87417316 0.12485087 -1.2790129 1.2092558 1.3028778 1.1411068 -1.2736608 0.8044927 -1.2440869 -0.45045197 -1.4201624 0.4115473 -0.7180153 0.36612636 0.9048673 -0.32421324 -0.22855268 1.084812 0.3213285 1.0007695 -0.8363703 -1.0811276 1.2665355 -0.06894591 -0.5349931 -0.65596557 0.58461714 -0.06927256
marvelous 1.4711686 0.07552324 0.27864492 0.75364584 0.8866659 -0.42898676 0.28801808 -0.3027327 -0.7509114 0.20522194 0.68587726 3.101086 0.042517815 -1.6939468 0.21111293 0.49680343 -0.44700426 -0.036050472 -0.74056363 -0.53729296 0.27639985 0.06371267 -0.6078205 0.59605324 1.1741604 0.07688941 0.10360028 -0.6393992 0.74259865 0.9582008 -0.18773738 0.17801498 1.8505969 1.1648617 -0.82940626 0.2311976 -0.8499431 -0.7293411 -0.21416539 -1.3895245 -1.3830012 -0.8895197 0.034813967 -0.73297536 -0.8131702 -0.1290379 -0.11988982 -0.4776592 2.0475914 1.8494796
